Unidade de negócio,Case Name,Cliente,Ano do case,MD,Focal do time,Setor,Produto,Status,ID,Created,Item Type,Path
Digital & Technology Services (CT),Mubadala: IT Due Diligence,Mubadala,2022,"Quintao, Fabio;#23","Vieira, Thiago;#340",139;#Bancários,47;#IT Due Diligence,Validado,1096,28/2/2023 11:41,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Transformação Corporativa (CT),Nacional Gas: Estruturação do atendimento​,Nacional Gas,2022,"Rino, Tiago;#14","Neto, Luiz;#335",20;#Óleo e Gás Natural,234;#Customer Experience,Validado,184,14/12/2022 10:40,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Strategy (CT),Nadir Figueiredo Indústria e Comércio S.A.: Incentivo Comercial,Nadir Figueiredo,2023,"Pela, Mauricio;#18","Souza, Daiane;#464",14;#Comércio,,Validado,1133,18/7/2023 07:47,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Natulab Laboratório Farmacêutico: Natulab - BI,Natulab,2021,"Quintao, Fabio;#23","Palhares, Fernanda;#1146",10;#Farmoquímicos e Farmaceuticos,,Validado,1107,28/4/2023 11:23,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Natulab: Fase 1 - Redução de custo e aumento da produtividade,Natulab,2021,"Munier, Kevin;#26","Ribeiro, Joao;#227",10;#Farmoquímicos e Farmaceuticos,2;#Reduction of G＆A costs and indirect costs,Validado,49,2/12/2021 04:31,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Natulab: Fase 2 - Apoio Operacional,Natulab,2021,"Kneubuhler, Markus;#50","Carbinatto, Lucas;#66",10;#Farmoquímicos e Farmaceuticos,44;#Sales Inventory and Operations Planning (SIOP);#45;#Operations planning;#46;#Stock policy,Validado,46,10/11/2021 06:23,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Natulab: Project Quality Assurance e PMO,Natulab,2021,"Quintao, Fabio;#23","Milani, Heitor;#295",10;#Farmoquímicos e Farmaceuticos,42;#ERP System,Validado,117,3/6/2022 09:40,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Nemera: Preparação pro Dia-1 e PMI,Nemera,2021,"Munier, Kevin;#26","Marcilio, Caio;#54",10;#Farmoquímicos e Farmaceuticos,32;#Post-Merger Integration (PMI),Validado,175,17/11/2022 12:11,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
M&A Performance,Nexa Resources S.A: Nexa Resources S.A - Carve Out,Nexa Resources S.A,2023,"Munier, Kevin;#26","Sipolatti, Eduarda;#199",124;#Mineração,448;#Carve-out,Validado,1207,19/3/2024 06:37,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Bizhub,Nitro Química : Comunidade Salesforce,Nitro Química ,2022,"Bonora, Ricardo;#116","Pinto, Suzy;#200",13;#Agronégocio,74;#Salesforce,Validado,88,18/4/2022 10:43,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Transformação Corporativa,Oceaneering International: Oceaneering - Diagnóstico Amplo,Oceaneering International,2023,"Bortolotto, Pedro;#914","Denardin, Bruno;#129",363;#Óleo e Gás Natural,197;#Transformações Holisticas,Validado,1230,15/7/2024 04:55,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Ocrim: Riscos/Hedge,Ocrim,2023,"Mendes, Carlos;#16","Ferrari, Daniel;#2592",11;#Alimentos,249;#Risk management,Validado,1149,22/9/2023 05:40,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
PEPI (CT),ODD (Frente Comercial) / Transformação Digital,Pátria Investimentos,2023,"Furuta, Gustavo;#5531","Cardoner, Mateo;#78","16;#Telecomunicações, Mídia e Tecnologia",446;#Diligência Operacional,Validado,1191,5/2/2024 05:14,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Transformação Corporativa (CT),Oggi Sorvetes: Diagnóstico amplo e transformação,Oggi Sorvetes,2022,"Bortolotto, Pedro;#914","Toledo, Caroline;#1604",11;#Alimentos,280;#Gestão,Validado,1132,14/7/2023 09:53,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Transformação Corporativa,Oggi Sorvetes: Diagnóstico amplo e transformação,Oggi Sorvetes,2022,"Bortolotto, Pedro;#914","Toledo, Caroline;#1604",11;#Alimentos,396;#Transformação Corporativa,Validado,1206,19/3/2024 06:26,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Gestão (CT),Oggi Sorvetes: Gestão para melhoraria de resultados,Oggi Sorvetes,2022,"Kneubuhler, Markus;#50","Lupion, Bruna;#135",11;#Alimentos,294;#Transformation Office;#229;#Operating model redesign;#327;#Governance,Validado,1111,5/5/2023 06:27,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Oncoclinicas: PMO,Oncoclinicas,2022,"Quintao, Fabio;#23","Mazeli, Estefani;#423",25;#Saúde,144;#PMO,Validado,67,31/3/2022 11:23,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Ontex - Bens de consumo,Ontex Brasil Holding Ltda.,2018,"Sampaio de Oliveira, Eduardo;#19",,9;#Varejo e bens de consumo,288;#Performance Improvement and Playbook,Em validação,951,7/2/2023 14:36,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Ontex: Melhoria de performance,Ontex,2018,"Rino, Tiago;#14","Garisto, Andre;#2115",14;#Comércio;#25;#Saúde,187;#PMO;#188;#Zero-based budget (ZBB),Validado,35,8/10/2021 10:38,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Bizhub,OR Sementes: Implementação Salesforce CRM,OR Sementes ,2022,"Bonora, Ricardo;#116","Bartolomei da Silveira, Giordana;#162",12;#Agricultura,74;#Salesforce,Validado,78,13/4/2022 12:23,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Orizon: Orizon VR,Orizon,2023,"Hong, Rodrigo;#441","Pincelli, Lucas;#3038",303;#Limpeza,194;#Legal,Validado,1106,28/4/2023 10:37,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance,Orizon: Orizon VR,Orizon,2023,"Hong, Rodrigo;#441","Pincelli, Lucas;#3038",25;#Saúde,389;#Legal,Validado,1194,26/2/2024 06:43,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Ortobom: IT Due Diligence,Ortobom,2022,"Quintao, Fabio;#23","Vieira, Thiago;#340",139;#Bancários,47;#IT Due Diligence,Validado,110,24/5/2022 10:43,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Osteocamp - Saúde,Osteocamp,2014,"DeLucio, Luis;#3733",,25;#Saúde,318;#Interim governance,Em validação,970,7/2/2023 14:36,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Osteocamp: Melhoria de performance,Osteocamp ,2014,"Sampaio de Oliveira, Eduardo;#19","Munier, Kevin;#26",25;#Saúde;#14;#Comércio,205;#Interim Management,Validado,36,8/10/2021 10:40,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Pátria Investimento: IT DD Medsystems,Pátria Investimentos,2022,"Quintao, Fabio;#23","Lorusso, Thiago;#1053",25;#Saúde,208;#IT Due Diligence,Validado,181,14/12/2022 07:53,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation,PATRIA INVESTIMENTOS - TOSTAO CAFÉ & PAN - Operational: ODD - TOSTAO CAFÉ & PAN ,PATRIA INVESTIMENTOS - TOSTAO CAFÉ & PAN - Operational,2022,"Yoshimura, Alexandre;#271","Vaz, Gabriel;#342",17;#Varejo,446;#Diligência Operacional;#474;#Diligência Comercial,Validado,1262,27/9/2024 09:43,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Pátria Investimentos Tiscoski / Braveo IT Sourcing,Pátria Investimentos,2021,"Quintao, Fabio;#23","Antonialli, Guilherme;#53",6;#Logistica,62;#IT Consulting,Validado,116,27/5/2022 06:54,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Patria Investimentos: Armazém Rio Piranhas IT Due Diligence,Pátria Investimentos,2021,"Quintao, Fabio;#23","Pascoli, Rafael;#71",9;#Varejo e bens de consumo,62;#IT Consulting,Validado,95,29/4/2022 10:02,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
M&A Performance,Patria Investimentos: BDD -  Tese Massari,Patria Investimentos,2023,"Munier, Kevin;#26","Costa, Kayque;#243",13;#Agronégocio,,Validado,1246,18/9/2024 17:09,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Pátria Investimentos: Beauty Holding | Oniz Distribuidora​,Pátria Investimentos,2021,"Quintao, Fabio;#23","Pascoli, Rafael;#71",9;#Varejo e bens de consumo,47;#IT Due Diligence,Validado,131,3/8/2022 05:45,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Pátria Investimentos: Beauty Holding: IT TMO + CM,Pátria Investimentos: Beauty Holding,2022,"Quintao, Fabio;#23","Segretti, Luis;#488",14;#Comércio,62;#IT Consulting,Validado,1125,20/6/2023 10:47,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Patria Investimentos: Braveo IT Sourcing,Pátria Investimentos,2021,"Quintao, Fabio;#23","Antonialli, Guilherme;#53",6;#Logistica,63;#Software Selection;#62;#IT Consulting,Validado,147,28/9/2022 11:53,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Gestão (CT),Pátria Investimentos: Construção de Business plan para Neosecure,Pátria Investimentos,2022,"Kneubuhler, Markus;#50","Ribeiro, Joao;#227","16;#Telecomunicações, Mídia e Tecnologia",154;#Business model,Validado,82,14/4/2022 06:55,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Patria Investimentos: Irmãos Boa​,Pátria Investimentos,2021,"Quintao, Fabio;#23","Pascoli, Rafael;#71",9;#Varejo e bens de consumo,47;#IT Due Diligence,Validado,129,3/8/2022 05:33,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Patria Investimentos: IT Due Diligence Projeto Saturno,Pátria Investimentos,2022,"Quintao, Fabio;#23","Reganassi, Raissa;#343",13;#Agronégocio,208;#IT Due Diligence,Validado,146,20/9/2022 10:37,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),"Pátria Investimentos: IT Due Diligence, Arquitetura Digital e PMi",Pátria Investimentos,,,,,,Em validação,1141,27/7/2023 08:11,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Patria Investimentos: Ki Sabor IT DD,Pátria Investimentos,2019,"Quintao, Fabio;#23","Antonialli, Guilherme;#53",11;#Alimentos,47;#IT Due Diligence,Validado,150,28/9/2022 13:45,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
M&A Performance,Patria Investimentos: ODD MedSystems,Patria Investimentos,2022,"Munier, Kevin;#26","Barros, Hector;#2240",7;#Serviços Financeiros,,Validado,1225,6/5/2024 07:25,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
M&A Performance,Patria Investimentos: Pátria - Skintec ODD,Patria Investimentos,2022,"Munier, Kevin;#26","Barros, Hector;#2240",,,Validado,1224,30/4/2024 08:04,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services,PetroReconcavo: PetroReconcavo - Digital Smart Operations and Asset Intelligence,PetroReconcavo,2023,"Quintao, Fabio;#23","Brandao, Giovanna;#242",24;#Químico e Petroquímico,,Validado,1226,13/5/2024 10:20,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Bizhub,Pixeon: Salesforce,Pixeon,2022,"Bonora, Ricardo;#116","Ribeiro, Wemerson;#300",60;#Tecnologia,221;#Salesforce offers,Validado,1097,28/2/2023 11:41,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Transformação Corporativa (CT),Plastilit - Industrial,Plastilit Produtos Plasticos do Parana S/A,2015,"Sampaio de Oliveira, Eduardo;#19",,79;#Industrial,288;#Performance Improvement and Playbook,Em validação,933,7/2/2023 14:36,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Platinum Equity Europe: Grupo Iberconsa ,Platinum Equity Europe,2022,"Mendes, Carlos;#16","Carbinatto, Lucas;#66",156;#Pesca,150;#Shared Services Center (SSC),Validado,87,18/4/2022 10:19,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Platinum Equity Europe: IT Carve-out - Project California / Calderys,Platinum Equity Europe,2023,"Quintao, Fabio;#23","Lorusso, Thiago;#1053",355;#Químico e Petroquímico,226;#IT Carve-out (PMI),Validado,1150,22/9/2023 05:41,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services,Plurix - SMR Holding: Definição da Estratégia e Arquitetura Digital,Plurix - SMR Holding,2022,"Quintao, Fabio;#23","Galvao, Talita;#251",14;#Comércio,345;#Access to leaders and service providers/suppliers,Validado,1264,30/9/2024 13:15,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Plurix - SMR Holding: IMO - Integração de Sistemas Comercial,Plurix - SMR Holding,2023,"Quintao, Fabio;#23","Mazeli, Estefani;#423",17;#Varejo,377;#Acompanhamento da fase de otimização e transformação (IMO),Validado,1182,22/12/2023 13:42,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services,Plurix - SMR Holding: IT DD - add-on - Paris,Plurix - SMR Holding,2023,"Quintao, Fabio;#23","Weiss, Ian;#193",9;#Varejo e bens de consumo,386;#IT Due Diligence (Buy Side),Validado,1260,27/9/2024 05:38,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance,Positivo Tecnologia: Eficiência Operacional,Positivo Tecnologia,2023,"Mendes, Carlos;#16","Ferreira, Henrique;#286",60;#Tecnologia,429;#Eficiência;#410;#Modelo operacional e eficiência,Validado,1232,14/8/2024 15:25,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
PEPI,Positivo Tecnologia: Positivo Tecnologia - PMI,Positivo Tecnologia,2023,"Munier, Kevin;#26","Paixao, Eduarda;#2068",60;#Tecnologia,388;#PMI,Validado,1199,12/3/2024 12:10,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Reestruturação Operacional (CT),Pricol - Automotivo,Pricol Limited,2018,"Priolli, Carlos Alberto;#2604",,19;#Automotivo,301;#Gestão (gestão interina),Em validação,903,7/2/2023 14:35,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Qualicorp: PMI,Qualicorp,2021,"Pela, Mauricio;#18","Santos Zani, Bruno;#84",25;#Saúde,32;#Post-Merger Integration (PMI),Validado,72,31/3/2022 11:29,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Queiroz Galvão: Controle sistêmico de contingências (fase 2),Queiroz Galvão,2022,"Mendes, Carlos;#16","Thury, Gustavo;#298;#Lassance, Raphael;#491",26;#Construção e infraestrutura,340;#Legal Management,Validado,1135,25/7/2023 11:51,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Queiroz Galvão: CSC,Queiroz Galvão,2019,"Mendes, Carlos;#16","Vivo Rodrigues, Alexandre;#15",26;#Construção e infraestrutura,150;#Shared Services Center (SSC),Validado,37,8/10/2021 10:41,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Bizhub,Queiroz Galvão: Gestão de Processos (fase 1),Queiroz Galvão,2021,"Bonora, Ricardo;#116","Coutinho, Alexandre;#330",26;#Construção e infraestrutura,104;#Data Analytics,Validado,58,19/1/2022 05:10,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Strategy (CT),Queiroz Galvão: QGSA - Suporte Planejamento Estratégico,Queiroz Galvão,2023,"Pela, Mauricio;#18","Castelo Branco, Adso;#1437",26;#Construção e infraestrutura,220;#Strategic Planning,Validado,1144,22/8/2023 13:21,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Radstad: Seleção de Software ERP,Randstad,,,,,,Em validação,1140,27/7/2023 07:24,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Realibras Urbanismo: Renegociação da dívida e gestão interina,Realibras Urbanismo,2020,"Fernandes, George;#427","Eguti, Rafael;#489",26;#Construção e infraestrutura,223;#GMC;#218;#Interim Management,Validado,159,18/10/2022 07:20,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Rech Agricola: PMI,Rech Agricola,2021,"Melo, Bruna;#241","Ushizima, Marcos;#249",13;#Agronégocio,32;#Post-Merger Integration (PMI),Validado,96,2/5/2022 07:07,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
PEPI;#Operations,Rech: Agrocompetence - S&OP,Rech,2023,"Menano, Joao;#2472","Cardoner, Mateo;#78",13;#Agronégocio,409;#S＆OP (Planejamento de vendas e operações),Validado,1188,2/2/2024 11:20,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
ESG,Rech: ESG,Rech Agricola,2021,"Munier, Kevin;#26","Cardoner, Mateo;#78",22;#Máquinas e equipamentos;#13;#Agronégocio,"41;#Environmental, Social and Governance (ESG)",Validado,42,27/10/2021 12:35,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation,Rech: ESG,Rech,2021,"Munier, Kevin;#26","Cardoner, Mateo;#78",13;#Agronégocio,"41;#Environmental, Social and Governance (ESG)",Validado,1190,2/2/2024 11:44,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation,Rech: Redesenho da malha logística e tributária,Rech,2022,"Munier, Kevin;#26","Cardoner, Mateo;#78",13;#Agronégocio,57;#Operational model redesign,Validado,1189,2/2/2024 11:44,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Rech: Seleção de Solução CRM,Rech Agricola,2021,"Munier, Kevin;#26","Corintho, Lucas;#81",13;#Agronégocio,63;#Software Selection,Validado,102,19/5/2022 08:36,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Rio Ônibus: Saneamento Base,Rio ônibus,2021,"Mendes, Carlos;#16","Garay, Janice;#180",5;#Transporte Terrestre,194;#Legal,Validado,81,14/4/2022 06:50,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Saint Gobain Sekurit: Melhoria de performance,Saint Gobain Sekurit,2019,"Mendes, Carlos;#16","Fukue, Flavio;#32",19;#Automotivo,2;#Reduction of G＆A costs and indirect costs,Validado,111,24/5/2022 10:55,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Saint-Gobain (Sekurit) - Automotivo,Saint Gobain Sekurit,2019,"Sampaio de Oliveira, Eduardo;#19",,19;#Automotivo,297;#Diagnosis of the current structure,Em validação,890,7/2/2023 14:35,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Santher: CRA,Santher,2020,"Fernandes, George;#427","Eguti, Rafael;#489",9;#Varejo e bens de consumo,,Validado,161,18/10/2022 07:38,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Sapient AG2: Mapeamento e melhoria de processos,Sapient AG2,2021,"Mendes, Carlos;#16","Silva, Yuri;#131","16;#Telecomunicações, Mídia e Tecnologia",38;#Organizational Transformation;#40;#Agile Methods,Validado,44,10/11/2021 06:01,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),ScaleCapital: ODD e BDD,ScaleCapital,2021,"Kneubuhler, Markus;#50","Lima, Marianna;#139","16;#Telecomunicações, Mídia e Tecnologia",48;#Operational Due Diligence (ODD) and Business Due Diligence (BDD),Validado,104,20/5/2022 07:39,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Sem Parar / Via Facil : Diagnóstico de melhoria de resultados,Sem Parar / Via Facil ,2021,"Kneubuhler, Markus;#50","Lima, Marianna;#139",5;#Transporte Terrestre,171;#Reveneue Enhancements,Validado,151,30/9/2022 09:36,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Sequoia Logística,Sequoia Logística,2021,"Sampaio de Oliveira, Eduardo;#19",,21;#Transporte e armazenamento,289;#Integrations,Em validação,1074,7/2/2023 14:37,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Bizhub,Sequoia Logística: Análise e Segmentação de Pontos de Presença,Sequoia Logística,2021,"Bonora, Ricardo;#116","Coutinho, Alexandre;#330;#Barbosa, Marco;#331",6;#Logistica,104;#Data Analytics,Validado,59,19/1/2022 05:13,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Sequoia Logística: PMI,Sequoia Logística,2020,"Munier, Kevin;#26",,21;#Transporte e armazenamento;#6;#Logistica,32;#Post-Merger Integration (PMI),Validado,24,8/10/2021 06:08,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Sequoia Logística: Revisão de Estrutura Organizacional,Sequoia Logística,2021,"Munier, Kevin;#26","Malandrino, Joao;#126",6;#Logistica,129;#Organization chart,Validado,62,11/3/2022 05:17,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Gestão (CT),Sequoia: Não conformidade e gestão de perdas,Sequoia,2022,"Kneubuhler, Markus;#50","Rezende, Lucas;#3588",6;#Logistica,,Validado,1100,28/2/2023 12:08,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Serasa Experian: Integração PMI ,Serasa Experian,2021,"Pela, Mauricio;#18","Buscarioli, Amanda;#495",7;#Serviços Financeiros,32;#Post-Merger Integration (PMI),Validado,118,29/6/2022 09:59,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
M&A Performance,Silimed: Silimed - ODD,Silimed,2023,"Munier, Kevin;#26","Barros, Hector;#2240",79;#Industrial,446;#Diligência Operacional,Validado,1227,15/6/2024 08:06,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Gestão (CT),Sipolatti: Gestão interina e melhoria de performance,Sipolatti,2021,"Kneubuhler, Markus;#50",,9;#Varejo e bens de consumo;#14;#Comércio,165;#Performance Management,Validado,38,8/10/2021 10:43,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance,Siqueira Castro Advogados: Otimização dos contratos,Siqueira Castro Advogados,2023,"Hong, Rodrigo;#441","Estrella, Karen;#1974",286;#Serviços Jurídicos,389;#Legal,Validado,1234,17/8/2024 10:48,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Sky Brasil: Estudo de precificação de de e otimização tributária,Sky Brasil,2021,"Pela, Mauricio;#18","Amaral, Caio;#42","16;#Telecomunicações, Mídia e Tecnologia",52;#Pricing,Validado,123,4/7/2022 08:01,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation,Smartfit Escola de Ginástica e Dança S.A.: PMI,Smartfit Escola de Ginástica e Dança S.A.,2021,"Kneubuhler, Markus;#50","Robic, Andre;#67",15;#Serviços,511;#PMI Pós-Fechamento (Execução),Validado,1240,19/8/2024 11:55,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services,SMR Holding: IT DD - Projeto Tetris,SMR Holding,2022,"Quintao, Fabio;#23","Lopes, Joao;#458",7;#Serviços Financeiros,386;#IT Due Diligence (Buy Side),Validado,1266,30/9/2024 13:39,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation,SPIC Brasil: Sourcing ERP & Benchmark,SPIC Brasil,2023,"Quintao, Fabio;#23","Moreira, Thauany;#6013",23;#Energética,,Validado,1187,19/1/2024 13:18,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Operations (CT),STI Norland: Girassol,STI Norland,2023,"Albuquerque, Rodrigo;#128","Catalan, Marilia;#3884",23;#Energética,358;#S＆OP,Validado,1151,29/9/2023 10:40,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Operations,STI Norland: Projeto Girassol,STI Norland,2023,"Menano, Joao;#2472","Catalan, Marilia;#3884",23;#Energética,409;#S＆OP (Planejamento de vendas e operações),Validado,1200,14/3/2024 06:26,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Operations,STI Norland: Projeto Girassol,STI Norland,2023,"Menano, Joao;#2472","Catalan, Marilia;#3884",23;#Energética,409;#S＆OP (Planejamento de vendas e operações),Validado,1201,14/3/2024 06:26,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Operations,STI Norland: Projeto Girassol,STI Norland,2023,"Menano, Joao;#2472","Catalan, Marilia;#3884",,,Validado,1204,15/3/2024 10:46,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Operations,STI Norland: Projeto Girassol,STI Norland,2023,"Menano, Joao;#2472","Catalan, Marilia;#3884",,,Validado,1205,15/3/2024 10:46,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),SumUp: Cessão de Carteira​,SumUp,2020,"Fernandes, George;#427","Eguti, Rafael;#489",7;#Serviços Financeiros,36;#Financial Transformation,Validado,158,18/10/2022 07:20,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),SuperFrio Armazéns Gerais S.A.: Diagnóstico amplo,Superfrio,2020,"Munier, Kevin;#26","Santos, Gustavo;#25",6;#Logistica,2;#Reduction of G＆A costs and indirect costs;#27;#Supplier management,Validado,137,25/8/2022 12:12,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Superfrio: Diagnóstico Escopo Amplo,Superfrio,2020,"Munier, Kevin;#26","Santos, Gustavo;#25",6;#Logistica,197;#Transformações Holisticas,Validado,11,5/10/2021 12:21,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Bizhub,Supermercado Avenida: Take Over da área de TI​,Supermercado Avenida,2022,"Bonora, Ricardo;#116","Frumento, Carla;#829",9;#Varejo e bens de consumo,233;#Technology,Validado,182,14/12/2022 07:53,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Supermercados Avenida: PMI de TI,Supermercados Avenida,2022,"Quintao, Fabio;#23","Lorusso, Thiago;#1053",17;#Varejo,32;#Post-Merger Integration (PMI),Validado,145,16/9/2022 07:35,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Transformação Corporativa (CT),Suplax: melhoria operacional e de gestão,Suplax,2022,"Rino, Tiago;#14","Amaral, Caio;#42",11;#Alimentos,210;#Transformação,Validado,139,1/9/2022 14:47,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Tecumseh,Tecumseh do Brasil,2020,"Pela, Mauricio;#18",,79;#Industrial,294;#Transformation Office,Em validação,1058,7/2/2023 14:37,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Tecumseh do Brasil : Transformation Office,Tecumseh do Brasil,2020,"Pela, Mauricio;#18","Segretti, Luis;#488",79;#Industrial,184;#Transformation Office,Validado,128,22/7/2022 12:28,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Tecumseh: Gestão Interina e Transformation Office ,Tecumseh do Brasil,2020,"Pela, Mauricio;#18",,22;#Máquinas e equipamentos,35;#General ＆ Administrative Expense (G＆A),Validado,25,8/10/2021 06:13,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
